abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
凌志软件,560814.02,40001.00,688588,40001.00,560814.02
力合微,309487.03,12117.74,688589,12117.74,309487.03
新致软件,557068.89,26289.23,688590,26289.23,557068.89
泰凌微,940800.00,16529.38,688591,24000.00,647951.77
司南导航,262626.00,2912.24,688592,6216.00,123041.94
新相微,802338.35,31900.55,688593,45952.94,556983.58
芯海科技,577108.50,14242.56,688595,14242.56,577108.50
正帆科技,1079841.30,29208.58,688596,29208.58,1079841.30
煜邦电力,277000.65,24710.14,688597,24710.14,277000.65
金博股份,512232.21,20415.79,688598,20415.79,512232.21
天合光能,2977013.15,217936.54,688599,217936.54,2977013.15
皖仪科技,261199.76,13470.85,688600,13470.85,261199.76
力芯微,490117.44,13369.27,688601,13369.27,490117.44
康鹏科技,403035.00,25497.72,688602,51937.50,197862.33
天承科技,627831.88,3102.23,688603,8395.72,231984.83
先锋精科,1230874.28,3804.51,688605,20237.99,231390.46
奥泰生物,507476.75,7928.09,688606,7928.09,507476.75
康众医疗,149995.60,8812.90,688607,8812.90,149995.60
恒玄科技,5011902.09,12004.56,688608,12004.56,5011902.09
九联科技,546500.00,50000.00,688609,50000.00,546500.00
埃科光电,242420.00,4025.26,688610,6800.00,143500.40
杭州柯林,530289.76,10956.40,688611,10956.40,530289.76
威迈斯,1059128.17,25392.70,688612,42095.71,638880.32
奥精医疗,225105.10,13700.86,688613,13700.86,225105.10
合合信息,2347900.00,2000.00,688615,10000.00,469580.00
西力科技,205926.25,17937.83,688616,17937.83,205926.25
惠泰医疗,3985020.13,9708.20,688617,9708.20,3985020.13
三旺通信,236732.67,11004.78,688618,11036.49,236052.63
罗普特,186179.79,18543.80,688619,18543.80,186179.79
安凯微,471576.00,22839.85,688620,39200.00,274763.42
阳光诺和,514864.00,11200.00,688621,11200.00,514864.00
禾信仪器,587979.89,6999.76,688622,6999.76,587979.89
双元科技,364200.75,1866.61,688623,5914.27,114945.57
呈和科技,652008.85,13532.77,688625,13532.77,652008.85
翔宇医疗,616160.00,16000.00,688626,16000.00,616160.00
精智达,678576.84,7141.16,688627,9401.18,515448.71
优利德,393381.86,11115.48,688628,11128.20,392932.21
华丰科技,2610141.41,17832.56,688629,46099.28,1009679.55
芯碁微装,932724.27,13174.07,688630,13174.07,932724.27
莱斯信息,1316914.32,6323.52,688631,16347.00,509422.77
星球石墨,419365.65,14376.33,688633,14500.89,415763.43
智明达,493694.84,11250.16,688636,11256.15,493432.08
誉辰智能,171080.00,2579.36,688638,5600.00,78799.33
华恒生物,709965.32,24947.17,688639,24972.40,709248.03
ST逸飞,255321.28,5803.34,688646,9516.26,155703.51
中邮科技,368016.00,6612.89,688648,13600.00,178944.87
盛邦安全,258543.17,3151.04,688651,7539.90,108049.25
京仪装备,953232.00,10221.00,688652,16800.00,579939.54
康希通信,483482.72,31051.44,688653,42448.00,353675.89
迅捷兴,225962.66,13339.00,688655,13339.00,225962.66
浩欧博,574146.08,6305.83,688656,6305.83,574146.08
浩辰软件,303003.58,4038.94,688657,6551.43,186800.97
悦康药业,685350.00,45000.00,688658,45000.00,685350.00
元琛科技,120800.00,16000.00,688659,16000.00,120800.00
电气风电,1028000.05,133333.34,688660,133333.34,1028000.05
和林微纳,507889.52,11665.32,688661,11683.68,507091.56
富信科技,339018.08,8824.00,688662,8824.00,339018.08
新风光,348475.50,13995.00,688663,13995.00,348475.50
四方光电,430430.00,10010.00,688665,10010.00,430430.00
菱电电控,285433.08,5181.21,688667,5181.21,285433.08
鼎通科技,693648.23,13872.96,688668,13872.96,693648.23
聚石化学,206509.33,12133.33,688669,12133.33,206509.33
金迪克,150796.80,12320.00,688670,12320.00,150796.80
碧兴物联,154839.27,4586.56,688671,7851.89,90447.01
金盘科技,1479360.44,45928.61,688676,45928.61,1479360.44
海泰新光,425767.42,12061.40,688677,12061.40,425767.42
福立旺,558205.80,25926.88,688678,25926.88,558205.80
通源环境,167509.27,13168.97,688679,13168.97,167509.27
海优新材,353893.61,8402.03,688680,8402.03,353893.61
科汇股份,136071.00,10467.00,688681,10467.00,136071.00
霍莱沃,295841.99,7274.21,688682,7274.21,295841.99
莱尔科技,383910.20,15517.79,688683,15517.79,383910.20
迈信林,924913.60,14542.67,688685,14542.67,924913.60
奥普特,1097429.92,12223.55,688686,12223.55,1097429.92
凯因科技,463088.44,17094.44,688687,17094.44,463088.44
银河微电,302793.54,12890.32,688689,12890.32,302793.54
纳微科技,889200.11,40381.48,688690,40381.48,889200.11
灿芯股份,662880.00,7146.50,688691,12000.00,394772.72
达梦数据,2579364.00,1520.00,688692,7600.00,515872.80
锴威特,226210.53,3798.34,688693,7368.42,116608.92
中创股份,256600.01,5126.92,688695,8505.14,154679.16
极米科技,838180.00,7000.00,688696,7000.00,838180.00
纽威数控,642880.07,32666.67,688697,32666.67,642880.07
伟创电气,1038275.35,21137.53,688698,21137.53,1038275.35
明微电子,348574.71,11006.46,688699,11006.46,348574.71
东威科技,992482.92,29840.14,688700,29840.14,992482.92
卓锦股份,98156.76,13427.74,688701,13427.74,98156.76
盛科通信,2548150.00,20149.18,688702,41000.00,1252271.43
振华新材,588103.68,50874.02,688707,50874.02,588103.68
佳驰科技,2206855.17,3571.06,688708,40001.00,197015.24
成都华微,2122611.14,21792.23,688709,63684.70,726334.86
益诺思,435063.09,2819.59,688710,14097.96,87012.62
宏微科技,339763.16,21288.42,688711,21288.42,339763.16
中研股份,479784.24,6857.86,688716,12168.00,270405.23
艾罗能源,837280.00,9643.13,688717,16000.00,504624.82
唯赛勃,201381.34,17375.44,688718,17375.44,201381.34
爱科赛博,318694.52,8716.76,688719,11538.54,240756.85
艾森股份,357645.07,5528.27,688720,8813.33,224337.02
龙图光罩,596478.00,2670.00,688721,13350.00,119295.60
同益中,527966.74,22410.52,688722,22466.67,526647.22
拉普拉斯,1657784.11,3631.14,688726,40532.62,148513.83
格科微,3638220.75,144888.72,688728,260058.67,2026993.16
壹石通,330428.16,19977.52,688733,19977.52,330428.16
中自科技,285161.35,11956.45,688737,11956.45,285161.35
成大生物,1057366.55,41163.54,688739,41645.00,1045142.16
金天钛业,887537.50,7742.03,688750,46250.00,148569.57
胜科纳米,968350.88,3257.47,688757,40331.15,78211.93
赛分科技,674671.82,3950.43,688758,41646.41,63996.94
普冉股份,919015.91,10560.97,688766,10560.97,919015.91
博拓生物,456213.33,10666.67,688767,10666.67,456213.33
容知日新,451562.28,8162.60,688768,8742.74,421598.54
珠海冠宇,1510941.38,112756.82,688772,112756.82,1510941.38
国光电气,951064.50,10838.34,688776,10838.34,951064.50
中控技术,3787722.71,78262.35,688777,79059.13,3749549.16
厦钨新能,2023487.74,42077.10,688778,42077.10,2023487.74
五矿新能,927954.29,192921.89,688779,192921.89,927954.29
悦安新材,318756.67,11983.33,688786,11983.33,318756.67
海天瑞声,572847.91,6032.52,688787,6032.52,572847.91
科思科技,600225.22,10574.79,688788,10574.79,600225.22
宏华数科,1210578.69,17945.13,688789,17945.13,1210578.69
倍轻松,246319.57,8594.54,688793,8594.54,246319.57
艾为电子,1616353.90,13528.39,688798,23266.93,939817.55
华纳药厂,392740.60,9380.00,688799,9380.00,392740.60
瑞可达,830595.39,15841.99,688800,15841.99,830595.39
天能股份,2620781.60,97210.00,688819,97210.00,2620781.60
中芯国际,68541847.92,198835.91,688981,798576.81,17066086.40
九号公司,4482414.06,54976.91,689009,71730.10,3435507.28
