abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
平安银行,21637598.79,1940557.18,000001,1940591.82,21637212.61
万 科Ａ,8089021.02,971693.59,000002,1193070.95,6588082.52
*ST国华,102329.96,12628.81,000004,13238.03,97620.70
深振业Ａ,869396.81,134998.74,000006,134999.50,869391.88
全新好,245978.11,34644.80,000007,34644.80,245978.11
神州高铁,747003.86,271623.39,000008,271637.77,746964.33
中国宝安,2071108.81,255143.03,000009,257921.40,2048798.55
美丽生态,328800.56,52595.14,000010,114965.23,150422.09
深物业A,500026.46,52647.55,000011,59597.91,441712.98
南 玻Ａ,1470861.52,195926.73,000012,307069.21,938489.05
沙河股份,265766.75,24204.62,000014,24204.62,265766.75
深康佳Ａ,1297882.57,159659.38,000016,240794.54,860564.06
深中华A,448659.39,30298.50,000017,68918.49,197243.21
深粮控股,780266.37,41621.64,000019,115253.53,281778.51
深华发Ａ,339227.15,18116.54,000020,28316.12,217036.14
深科技,2837148.24,156042.37,000021,156058.76,2836850.31
特 力Ａ,738833.96,39277.83,000025,43105.83,673222.04
飞亚达,471497.78,36476.93,000026,40576.40,423861.95
深圳能源,3135119.95,475738.99,000027,475738.99,3135119.95
国药一致,1384733.91,47805.37,000028,55656.51,1189397.64
深深房Ａ,1699588.80,89166.00,000029,101166.00,1497988.80
富奥股份,1067627.21,169241.19,000030,174164.31,1037448.47
大悦城,1123014.09,400288.72,000031,428631.33,1048756.44
深桑达Ａ,2562684.19,64476.38,000032,113795.92,1452008.10
神州数码,2921858.85,59436.80,000034,71126.07,2441663.92
中国天楹,1105346.17,242579.41,000035,250078.32,1072200.99
华联控股,537184.12,148126.63,000036,148393.40,536218.39
深南电A,517773.07,33890.82,000037,60276.26,291122.10
中集集团,4146848.18,230140.71,000039,539252.04,1769782.09
中洲控股,458068.65,66413.12,000042,66483.11,457586.40
深纺织Ａ,515132.72,45700.08,000045,50652.18,464769.86
京基智农,854284.70,52675.98,000048,53028.22,848609.96
德赛电池,828126.76,38453.49,000049,38463.85,827903.56
深天马Ａ,2025184.07,245771.86,000050,245774.77,2025160.16
方大集团,443510.06,67585.44,000055,107387.42,279127.88
皇庭国际,378409.03,90372.88,000056,118252.82,289193.21
深 赛 格,1024358.96,98471.16,000058,123120.07,819280.05
华锦股份,838107.89,159944.25,000059,159944.25,838107.89
中金岭南,1693131.35,373731.42,000060,373759.68,1693003.31
农 产 品,1104723.65,169693.30,000061,169696.41,1104703.39
深圳华强,2996530.21,104492.90,000062,104590.93,2993721.58
中兴通讯,15551271.92,402737.37,000063,478353.49,13092991.93
北方国际,1151739.81,97496.23,000065,107138.59,1048084.46
中国长城,4790311.65,322558.98,000066,322579.91,4790000.91
华控赛格,340254.95,100667.15,000068,100667.15,340254.95
华侨城Ａ,1888873.14,689826.71,000069,803775.81,1621092.78
ST特信,571718.92,88859.47,000070,90034.48,564257.62
海王生物,610420.60,262644.11,000078,263112.33,609334.34
盐 田 港,2376163.89,224913.55,000088,519948.33,1027854.91
深圳机场,1404777.11,205074.24,000089,205076.95,1404758.55
天健集团,668939.27,186845.99,000090,186854.54,668908.66
广聚能源,879648.00,51084.80,000096,52800.00,851072.77
中信海直,1788925.94,77577.01,000099,77577.01,1788925.94
TCL科技,8018667.49,1809962.17,000100,1877908.08,7728538.46
中成股份,478054.32,30793.47,000151,33737.07,436343.46
丰原药业,275146.04,45294.37,000153,46477.37,268142.68
川能动力,1931092.09,184616.83,000155,184616.83,1931092.09
华数传媒,1432316.78,169987.59,000156,185293.24,1314004.05
中联重科,6621308.08,707041.74,000157,867799.22,5394728.45
常山北明,3974161.17,158780.34,000158,159861.67,3947279.15
国际实业,258609.06,48067.29,000159,48068.60,258602.00
申万宏源,11868933.72,2253550.73,000166,2503994.46,10681830.47
东方盛虹,5969934.15,660854.82,000301,661122.28,5967519.01
美的集团,58095850.22,690088.39,000333,766436.02,52308699.59
潍柴动力,13073506.94,498174.48,000338,871567.13,7472617.26
许继电气,2221145.99,100832.21,000400,101887.43,2198142.09
冀东水泥,1254677.67,159194.48,000401,265821.54,751397.92
金 融 街,818966.79,298831.75,000402,298892.99,818798.99
派林生物,1599591.91,72694.01,000403,73107.49,1590545.04
长虹华意,509469.06,69272.82,000404,69599.60,507077.08
胜利股份,293948.28,87576.17,000407,88008.47,292504.42
藏格矿业,5743885.78,157020.92,000408,157022.57,5743825.42
云鼎科技,772909.18,42334.32,000409,67799.05,482611.30
沈阳机床,1443257.88,168091.59,000410,206474.66,1174960.24
英特集团,552684.17,32268.70,000411,52189.25,341725.58
渤海租赁,1960493.25,539295.57,000415,618452.13,1709566.97
合百集团,444533.99,77902.75,000417,77988.42,444045.65
通程控股,294078.22,54358.27,000419,54358.27,294078.22
吉林化纤,904863.55,245802.81,000420,245886.83,904554.36
南京公用,355429.63,57435.69,000421,57606.10,354378.23
湖北宜化,1268701.38,105781.72,000422,108250.97,1239761.75
东阿阿胶,3590814.77,64397.68,000423,64397.68,3590814.77
徐工机械,10528203.99,812009.22,000425,1181616.61,7235002.16
兴业银锡,2313653.37,177520.55,000426,177563.57,2313092.72
华天酒店,327075.25,101892.60,000428,101892.60,327075.25
粤高速Ａ,3006579.21,130332.90,000429,209080.61,1874187.11
ST张家界,297541.00,33173.88,000430,40481.77,243828.02
ST晨鸣,561818.13,167582.45,000488,294145.62,320082.49
山东路桥,892891.10,145790.42,000498,156099.84,833921.19
武商集团,711318.28,76829.39,000501,76899.27,710671.85
国新健康,1037247.35,95506.92,000503,98131.25,1009508.17
*ST生物,219465.36,31066.87,000504,33002.31,206594.69
京粮控股,479060.22,62251.54,000505,72695.03,410237.62
*ST中润,664247.70,92867.10,000506,92901.78,663999.74
珠海港,484700.29,90233.22,000507,91973.49,475529.06
华塑控股,341254.72,107312.48,000509,107312.81,341253.69
新金路,315192.18,60666.48,000510,64854.36,294839.10
丽珠集团,3212493.70,58433.31,000513,91134.57,2059774.01
渝 开 发,386447.10,84377.10,000514,84377.10,386447.10
国际医学,1157315.95,222416.43,000516,226038.27,1138772.14
荣安地产,598577.43,249198.64,000517,318392.25,468493.45
*ST四环,197674.79,102953.57,000518,102955.62,197670.85
中兵红箭,2442548.45,139255.90,000519,139255.90,2442548.45
凤凰航运,456449.64,101208.35,000520,101208.35,456449.64
长虹美菱,804370.42,87557.98,000521,102992.37,683827.82
红棉股份,613046.47,132516.02,000523,183546.85,442603.49
岭南控股,782803.64,67000.01,000524,67020.86,782560.16
ST红太阳,911215.19,99007.76,000525,129802.73,695034.46
学大教育,657928.13,11779.83,000526,12186.11,635992.80
柳 工,2063664.21,201843.96,000528,201924.09,2062845.30
广弘控股,354944.52,56988.44,000529,58379.03,346489.70
冰山冷热,466296.52,60003.87,000530,84321.25,331821.40
穗恒运Ａ,654000.04,90974.55,000531,104140.13,571320.17
华金资本,499827.09,34354.97,000532,34470.83,498147.13
顺钠股份,407581.44,68490.24,000533,69081.60,404092.42
万泽股份,794468.40,49740.67,000534,50410.43,783912.94
华映科技,1255778.89,276308.25,000536,276603.28,1254439.46
中绿电,1775211.42,206660.24,000537,206660.24,1775211.42
云南白药,10181002.41,177269.52,000538,178426.26,10114999.07
粤电力Ａ,2304874.67,255389.66,000539,525028.40,1121160.63
佛山照明,999791.63,118373.72,000541,153577.82,770612.90
皖能电力,1706948.09,226686.33,000543,226686.33,1706948.09
中原环保,802165.33,97468.45,000544,97468.45,802165.33
金浦钛业,224011.11,98540.31,000545,98683.31,223686.50
金圆股份,338276.99,69670.52,000546,77764.83,303066.76
航天发展,1182866.52,158835.07,000547,159846.83,1175379.51
湖南投资,256097.71,49918.43,000548,49921.58,256081.55
江铃汽车,1673771.95,51846.32,000550,86321.40,1005300.07
创元科技,499678.98,40263.20,000551,40394.42,498055.84
甘肃能化,1289784.43,372577.80,000552,535180.26,897912.51
安道麦A,1495739.15,217707.20,000553,232981.18,1397680.20
泰山石油,305303.76,36265.32,000554,48079.33,230284.78
神州信息,1094818.92,97218.73,000555,97577.44,1090794.14
西部创业,783147.23,145791.62,000557,145837.47,782901.00
天府文旅,495062.00,128868.46,000558,128922.39,494854.89
万向钱潮,2788399.89,330377.88,000559,330379.13,2788389.30
我爱我家,746693.77,225527.24,000560,235550.09,714921.35
烽火电子,606148.60,60313.44,000561,75111.35,486729.44
陕国投Ａ,1723408.01,511397.04,000563,511397.04,1723408.01
供销大集,4785386.79,1471503.07,000564,1805806.34,3899483.14
渝三峡Ａ,403240.76,43359.22,000565,43359.22,403240.76
海南海药,682414.06,116590.97,000566,129736.51,613268.52
海德股份,1092617.01,194993.06,000567,195459.22,1090011.18
泸州老窖,18599579.19,146936.11,000568,147195.15,18566847.40
苏常柴Ａ,391659.34,55569.25,000570,70569.25,308409.34
新大洲A,373412.40,81399.54,000571,83912.90,362227.98
海马汽车,633185.02,164225.31,000572,164463.64,632267.43
粤宏远Ａ,275737.22,63296.48,000573,63828.06,273440.80
甘化科工,378374.59,43385.24,000576,43641.82,376150.02
威孚高科,1973035.87,82406.76,000581,99698.63,1630829.88
北部湾港,1981867.98,180986.36,000582,232613.61,1542003.75
*ST工智,111096.89,75886.22,000584,76093.76,110793.88
汇源通信,195761.28,19344.00,000586,19344.00,195761.28
贵州轮胎,715417.58,153783.85,000589,155525.56,707405.71
启迪药业,222947.75,23937.14,000590,23947.13,222854.80
太阳能,1723831.05,360321.88,000591,391779.78,1585416.26
平潭发展,581466.05,191509.24,000592,193178.09,576442.83
德龙汇能,200474.73,35848.32,000593,35863.10,200392.09
*ST宝实,472542.39,113865.64,000595,113865.64,472542.39
古井贡酒,8703399.00,40860.00,000596,52860.00,6727599.00
东北制药,741704.59,140654.00,000597,142910.33,729994.27
兴蓉环境,2154761.87,297484.07,000598,298443.47,2147835.00
青岛双星,391227.55,81674.51,000599,81675.90,391220.91
建投能源,1208611.98,109005.09,000600,180929.94,728153.99
韶能股份,656975.41,108046.01,000601,108055.17,656919.71
盛达资源,925938.86,66671.64,000603,68996.93,894733.35
渤海股份,266609.90,35265.86,000605,35265.86,266609.90
华媒控股,388760.79,88501.42,000607,101769.84,338075.41
*ST阳光,123735.70,74475.96,000608,74991.33,122885.34
*ST中迪,74217.85,29105.83,000609,29926.55,72182.45
西安旅游,304457.80,23550.43,000610,23674.79,302858.52
焦作万方,813079.99,119142.01,000612,119219.94,812548.54
*ST美谷,242627.55,76250.03,000615,76297.97,242475.09
中油资本,9026444.46,1264207.91,000617,1264207.91,9026444.46
海螺新材,258524.94,36000.00,000619,44116.88,210960.00
新华联,986464.93,467172.67,000620,587181.50,784850.09
*ST恒立,75690.23,42522.60,000622,42522.60,75690.23
吉林敖东,1922999.78,119107.93,000623,119589.54,1915255.58
长安汽车,12233982.20,826072.78,000625,991408.61,10193738.08
远大控股,306382.16,50603.01,000626,50894.05,304630.13
天茂集团,1353732.39,455250.42,000627,494062.92,1247386.14
高新发展,1652193.20,19208.26,000628,35228.00,900867.32
钒钛股份,2444577.12,929027.07,000629,929497.00,2443341.20
铜陵有色,4055740.11,1052767.66,000630,1279413.28,3337273.48
顺发恒业,675468.70,239527.91,000631,239527.91,675468.70
三木集团,170380.16,46548.16,000632,46551.96,170366.27
合金投资,207572.34,38510.35,000633,38510.64,207570.80
英 力 特,247645.18,30308.76,000635,30348.67,247319.48
风华高科,1566595.89,115701.31,000636,115701.32,1566595.79
茂化实华,190794.26,36801.43,000637,51987.54,135061.23
*ST万方,102757.56,31014.56,000638,31138.66,102348.05
西王食品,315193.00,107942.62,000639,107942.81,315192.46
仁和药业,760166.46,133138.58,000650,139993.82,722942.51
格力电器,26326606.98,551494.98,000651,560140.57,25920264.13
泰达股份,556291.34,147446.24,000652,147557.39,555872.31
金岭矿业,400663.97,59534.02,000655,59534.02,400663.97
*ST金科,795617.66,531828.04,000656,533971.58,792423.79
中钨高新,2363275.69,124730.91,000657,227895.44,1293459.58
珠海中富,429424.64,128570.25,000659,128570.25,429424.64
长春高新,3908041.53,39962.68,000661,40793.75,3828424.80
永安林业,195276.68,30630.12,000663,33668.39,177654.69
湖北广电,567437.60,113711.03,000665,113714.95,567418.05
*ST荣控,82231.46,14684.19,000668,14684.19,82231.46
ST金鸿,136762.17,68040.88,000669,68040.88,136762.17
盈方微,575889.70,72210.67,000670,83948.94,495365.20
上峰水泥,829802.51,96939.54,000672,96939.54,829802.51
智度股份,1056516.49,126452.84,000676,126528.92,1055881.20
恒天海龙,443220.69,86397.79,000677,86397.79,443220.69
襄阳轴承,702746.44,45961.18,000678,45961.18,702746.44
大连友谊,222393.60,35640.00,000679,35640.00,222393.60
山推股份,1371299.25,131470.18,000680,150032.74,1201637.45
视觉中国,1506241.49,67609.38,000681,70057.74,1453601.66
东方电子,1305868.10,134059.47,000682,134072.70,1305739.20
远兴能源,1921936.75,331845.95,000683,373917.66,1705688.19
中山公用,1274496.21,125396.22,000685,147511.14,1083423.31
东北证券,1750658.78,234045.29,000686,234045.29,1750658.78
国城矿业,1317839.82,112539.26,000688,112539.69,1317834.76
宝新能源,966094.21,217447.14,000690,217588.79,965465.29
*ST亚太,130924.35,32327.00,000691,32327.00,130924.35
惠天热电,184360.21,53283.30,000692,53283.30,184360.21
滨海能源,208818.69,22172.04,000695,22214.75,208417.14
ST炼石,622520.92,59089.64,000697,87310.09,421309.15
沈阳化工,299942.27,78571.05,000698,81951.44,287570.03
模塑科技,669233.22,91801.54,000700,91801.54,669233.22
厦门信达,349392.27,66770.61,000701,67580.71,345204.03
正虹科技,233625.22,26663.46,000702,34662.49,179711.70
恒逸石化,2207125.44,364735.36,000703,366632.13,2195706.84
浙江震元,267632.75,28196.07,000705,33412.33,225850.54
双环科技,292875.98,46414.58,000707,46414.58,292875.98
中信特钢,5773947.85,504715.72,000708,504715.72,5773947.85
河钢股份,2284503.76,1033541.24,000709,1033712.11,2284126.14
贝瑞基因,442255.35,32687.93,000710,35352.15,408926.02
*ST京蓝,517112.70,228522.93,000711,285697.62,413626.51
锦龙股份,1040256.00,89573.41,000712,89600.00,1039947.32
丰乐种业,450072.98,61401.50,000713,61401.50,450072.98
中兴商业,296407.60,41464.19,000715,41571.89,295639.67
黑芝麻,489014.72,71085.81,000716,75348.96,461346.93
中南股份,618080.63,242353.62,000717,242384.56,618001.73
苏宁环球,655481.46,228209.31,000718,303463.64,492932.11
中原传媒,1289236.72,66714.75,000719,102320.37,840605.90
新能泰山,398320.51,125653.16,000720,125653.16,398320.51
西安饮食,514227.22,51236.03,000721,57391.43,459074.84
湖南发展,528212.12,46415.83,000722,46415.83,528212.12
美锦能源,1880280.32,439623.54,000723,440346.68,1877192.52
京东方Ａ,14530976.25,3693976.41,000725,3764501.62,14258748.96
鲁 泰Ａ,518172.01,58863.54,000726,81730.60,373194.85
冠捷科技,1105214.34,452956.70,000727,452956.70,1105214.34
国元证券,3290288.53,436377.71,000728,436377.79,3290287.96
燕京啤酒,3678193.84,250960.67,000729,281853.93,3275036.70
四川美丰,383356.78,55882.91,000731,55882.91,383356.78
振华科技,2774726.34,55376.82,000733,55416.94,2772717.53
罗 牛 山,692059.66,115089.75,000735,115151.36,691689.41
*ST中地,312287.13,72126.60,000736,74709.84,301489.21
北方铜业,1710435.36,177226.92,000737,190471.64,1591497.73
航发控制,2509371.07,131515.26,000738,131518.40,2509311.12
普洛药业,1624190.45,116888.84,000739,116932.36,1623585.99
国海证券,2439518.65,579620.40,000750,638617.45,2214149.92
锌业股份,473379.76,140986.88,000751,161563.06,413091.55
ST西发,229206.13,26375.85,000752,26375.85,229206.13
漳州发展,519536.08,99148.11,000753,99148.11,519536.08
山西高速,757132.06,146731.02,000755,146731.02,757132.06
新华制药,956030.28,49262.39,000756,68977.65,682776.76
浩物股份,231198.79,53271.45,000757,53271.61,231198.11
中色股份,960549.54,196931.40,000758,199284.14,949209.32
中百集团,566126.08,65570.60,000759,66997.17,554071.59
本钢板材,1618643.39,370823.20,000761,410823.20,1461043.39
西藏矿业,987625.00,52080.06,000762,52117.41,986917.17
通化金马,1681700.79,96600.77,000766,96649.47,1680853.36
晋控电力,953852.09,291224.64,000767,307694.22,902796.40
中航西飞,6741505.35,277272.59,000768,278114.91,6721087.48
广发证券,11994418.37,590404.93,000776,760584.55,9310685.76
中核科技,666379.78,38341.08,000777,38341.76,666368.02
新兴铸管,1367297.89,389362.48,000778,396318.23,1343300.54
甘咨询,447630.76,46478.89,000779,46482.95,447591.71
恒申新材,348783.41,52813.96,000782,68658.15,268294.93
长江证券,3589017.34,553007.29,000783,553007.29,3589017.34
居然智家,2110969.55,589794.41,000785,622704.88,1999403.07
北新建材,4980669.12,163244.79,000786,168950.78,4812456.51
北大医药,340904.81,59598.74,000788,59598.74,340904.81
万年青,438574.08,79740.74,000789,79740.74,438574.08
华神科技,231399.88,62270.76,000790,62371.94,231024.52
甘肃能源,2222030.22,160052.48,000791,324383.97,1096359.48
盐湖股份,8440058.20,529154.52,000792,529157.25,8440014.67
ST华闻,561225.97,196100.86,000793,199724.55,551043.42
英洛华,1207373.57,113368.41,000795,113368.41,1207373.57
凯撒旅业,599817.05,133076.68,000796,160378.89,497706.79
中国武夷,427245.15,157057.40,000797,157075.42,427196.14
中水渔业,258662.11,36582.87,000798,36585.87,258640.90
酒鬼酒,1428062.87,32490.05,000799,32492.90,1427937.61
一汽解放,3558874.36,492082.59,000800,492237.12,3557757.14
四川九洲,1621148.53,102280.66,000801,102280.66,1621148.53
北京文化,312848.41,71546.53,000802,71590.03,312658.32
山高环能,264224.44,45978.78,000803,47098.83,257940.94
云铝股份,5052813.94,346791.94,000807,346795.74,5052758.57
和展能源,271356.34,82479.13,000809,82479.13,271356.34
创维数字,1336551.08,111908.37,000810,115021.61,1300375.22
冰轮环境,942242.67,74582.85,000811,76356.78,920352.35
陕西金叶,344374.29,76816.10,000812,76869.26,344136.11
德展健康,673301.31,216460.03,000813,216495.60,673190.68
美利云,938605.10,69526.30,000815,69526.30,938605.10
智慧农业,451468.16,143672.55,000816,144701.33,448258.36
航锦科技,1668007.14,67736.74,000818,67915.60,1663614.33
岳阳兴长,536061.38,34880.27,000819,36969.75,505763.95
*ST节能,139021.96,29403.19,000820,64362.02,63510.89
京山轻机,695751.13,60465.08,000821,62287.48,675394.90
山东海化,488720.19,89509.19,000822,89509.19,488720.19
超声电子,540213.05,53694.56,000823,53699.11,540167.29
太钢不锈,2037368.15,569624.78,000825,570691.36,2033560.46
启迪环境,250862.17,142517.30,000826,142535.32,250830.44
东莞控股,1108125.11,103951.56,000828,103951.70,1108123.67
天音控股,1032276.14,102412.97,000829,102510.04,1031298.58
鲁西化工,2068716.76,190416.05,000830,191017.25,2062205.87
中国稀土,3471253.26,106122.08,000831,106122.08,3471253.26
粤桂股份,995384.04,45370.20,000833,80208.22,563044.21
秦川机床,1295545.77,100740.33,000837,100742.28,1295520.69
财信发展,265211.38,105376.59,000838,110046.22,253957.57
中信国安,1030914.33,391982.64,000839,391982.64,1030914.33
承德露露,1034660.65,103951.87,000848,105255.41,1021846.92
华茂股份,408606.95,94339.69,000850,94366.50,408490.85
*ST高鸿,266307.80,113213.68,000851,115786.00,260391.47
石化机械,598544.70,94100.14,000852,95614.17,589066.86
冀东装备,274443.00,22700.00,000856,22700.00,274443.00
五 粮 液,51074198.13,388145.95,000858,388160.80,51072243.55
国风新材,607471.91,89585.40,000859,89597.63,607389.03
顺鑫农业,1194244.85,74176.70,000860,74176.70,1194244.85
银星能源,525070.09,62796.71,000862,91795.47,359197.17
三湘印象,459292.13,116361.53,000863,118069.96,452646.37
安凯客车,543979.03,73332.84,000868,93951.47,424597.15
张 裕Ａ,1543851.32,45509.43,000869,67182.39,1045806.69
吉电股份,1987744.30,278996.63,000875,362727.06,1528901.53
新 希 望,4376584.21,449967.78,000876,452594.02,4351188.42
天山股份,3469919.95,711049.02,000877,711049.17,3469919.21
云南铜业,2390328.57,200358.90,000878,200362.83,2390281.64
潍柴重机,1224560.94,16216.20,000880,33132.06,599350.75
中广核技,687324.57,79034.40,000881,94542.58,574580.11
华联股份,607692.13,273535.18,000882,273735.19,607248.09
湖北能源,3029210.88,647975.65,000883,650045.25,3019566.51
城发环境,896983.32,64207.83,000885,64207.83,896983.32
海南高速,616040.03,97783.69,000886,98882.83,609192.39
中鼎股份,2557939.58,131437.06,000887,131648.97,2553822.09
峨眉山Ａ,699740.60,52691.31,000888,52691.31,699740.60
ST中嘉,261225.22,86984.97,000889,93629.11,242688.06
法尔胜,148923.91,41949.10,000890,41950.40,148919.32
欢瑞世纪,354133.95,71083.65,000892,98098.05,256611.96
亚钾国际,2610444.60,81172.01,000893,92405.12,2293109.21
双汇发展,8578501.16,346412.37,000895,346466.12,8577170.39
津滨发展,368738.07,161724.16,000897,161727.22,368731.09
鞍钢股份,2220505.44,795719.77,000898,936922.13,1885855.85
赣能股份,930796.58,97567.78,000899,97567.78,930796.58
现代投资,619273.96,151776.08,000900,151782.83,619246.42
航天科技,892389.17,79819.34,000901,79820.14,892380.20
新洋丰,1676323.51,114278.24,000902,125473.32,1526757.22
云内动力,699967.13,192026.16,000903,194976.92,689373.93
厦门港务,555615.39,74180.81,000905,74180.96,555614.26
浙商中拓,454188.04,70015.33,000906,70856.17,448798.24
*ST景峰,441646.72,87977.44,000908,87977.44,441646.72
ST数源,254311.98,43771.06,000909,43771.42,254309.84
大亚圣象,420948.68,54711.70,000910,54739.75,420732.97
广农糖业,302241.46,40031.98,000911,40031.98,302241.46
泸天化,774592.00,156800.00,000912,156800.00,774592.00
钱江摩托,827832.49,45974.42,000913,52661.10,722717.96
华特达因,723615.63,23419.88,000915,23433.15,723206.00
电广传媒,1036233.68,141745.94,000917,141755.63,1036162.79
金陵药业,411023.99,59035.95,000919,62370.86,389046.89
沃顿科技,470730.63,42197.75,000920,47262.11,420289.59
海信家电,4019430.17,91183.13,000921,138601.04,2644310.85
佳电股份,746662.69,58731.88,000922,69521.67,630780.34
河钢资源,854422.21,62789.57,000923,65272.90,821915.51
众合科技,515393.83,67324.43,000925,67636.99,513012.16
福星股份,353638.18,157304.62,000926,159296.48,349216.25
中国铁物,1554940.89,605035.06,000927,605035.36,1554940.10
中钢国际,949734.74,143462.71,000928,143464.46,949723.12
*ST兰黄,128178.54,18575.42,000929,18576.60,128170.41
中粮科技,1032146.10,185634.81,000930,185972.27,1030273.18
中 关 村,373550.98,74602.95,000931,75312.70,370030.65
华菱钢铁,3371412.66,690854.66,000932,690863.25,3371370.73
神火股份,3767662.20,224318.90,000933,224935.06,3757341.54
四川双马,1215397.01,76344.03,000935,76344.03,1215397.01
华西股份,613120.92,88588.73,000936,88601.29,613034.04
冀中能源,2335674.47,343339.42,000937,353354.68,2269473.53
紫光股份,7207401.28,286007.99,000938,286007.99,7207401.28
南天信息,739214.28,38903.63,000948,39361.78,730610.17
新乡化纤,676731.31,169984.68,000949,170032.99,676539.02
重药控股,846810.50,172818.47,000950,172818.47,846810.50
中国重汽,2003152.26,117486.94,000951,117486.94,2003152.26
广济药业,200117.25,34398.48,000952,34985.53,196759.31
河化股份,237247.18,36612.22,000953,36612.22,237247.18
欣龙控股,253045.65,53804.48,000955,53839.50,252881.07
中通客车,668202.74,59290.39,000957,59290.39,668202.74
电投产融,3488455.20,538339.60,000958,538341.85,3488440.62
首钢股份,2798633.17,650726.36,000959,777398.10,2342614.91
锡业股份,2322226.55,164580.20,000960,164580.20,2322226.55
东方钽业,781690.87,50011.45,000962,50496.83,774177.19
华东医药,6800556.72,175194.12,000963,175407.70,6792276.14
天保基建,457250.33,110983.09,000965,110983.09,457250.33
长源电力,1764884.75,274932.77,000966,348103.50,1393909.14
盈峰环境,2090182.59,316543.56,000967,316694.33,2089187.51
蓝焰控股,634681.74,96750.27,000968,96750.27,634681.74
安泰科技,1256658.84,102592.62,000969,105071.81,1227007.68
中科三环,1359181.41,121572.58,000970,121572.58,1359181.41
*ST中基,252209.73,77128.36,000972,77128.36,252209.73
佛塑科技,605606.90,96742.32,000973,96742.32,605606.90
山金国际,5583988.47,252743.24,000975,277672.23,5082666.64
浪潮信息,7550581.04,147042.09,000977,147213.51,7541788.74
桂林旅游,281346.13,36009.02,000978,46813.00,216414.24
众泰汽车,1094232.86,499151.34,000980,504254.77,1083158.40
山子高科,1969501.76,951332.08,000981,999747.09,1874124.19
山西焦煤,3627667.58,464021.35,000983,567710.11,2965096.44
大庆华科,224146.70,12963.95,000985,12963.95,224146.70
越秀资本,3231033.31,501458.87,000987,501713.25,3229395.14
华工科技,4313606.61,100498.57,000988,100550.27,4311388.47
九芝堂,692457.09,69415.34,000989,85594.20,561570.06
诚志股份,932087.19,121523.66,000990,121523.75,932086.50
闽东电力,500540.94,43974.76,000993,45795.15,480644.10
皇台酒业,236307.46,17740.80,000995,17740.80,236307.46
新 大 陆,2941379.37,102640.44,000997,103206.29,2925252.55
隆平高科,1357796.38,131505.05,000998,131697.03,1355817.11
华润三九,5409466.06,127565.21,000999,128429.87,5373046.76
东瑞股份,376880.21,16452.60,001201,25778.40,240536.96
炬申股份,209042.40,9044.06,001202,12880.00,146785.17
大中矿业,1280310.33,131506.53,001203,150802.16,1116490.42
盛航股份,313965.24,15941.88,001205,18800.31,266229.40
依依股份,342423.33,10631.55,001206,18489.38,196896.23
联科科技,429399.36,19645.39,001207,20235.60,416875.22
华菱线缆,561679.62,27007.27,001208,53442.40,283846.46
洪兴股份,230690.85,9609.46,001209,13152.27,168549.99
金房能源,206339.35,7941.88,001210,13067.72,125402.29
双枪科技,160632.00,6699.66,001211,7200.00,149469.36
中旗新材,730267.72,10929.94,001212,12843.26,621476.59
中铁特货,1800000.00,444444.44,001213,444444.44,1800000.00
千味央厨,263110.49,9679.15,001215,9716.04,262111.37
华瓷股份,343042.45,25186.67,001216,25186.67,343042.45
华尔泰,361074.56,32858.26,001217,33187.00,357497.92
丽臣实业,223516.07,11299.90,001218,13017.83,194019.33
青岛食品,268102.66,18992.14,001219,19498.38,261141.99
源飞宠物,293779.71,7854.52,001222,19089.00,120881.10
欧克科技,341001.52,1668.00,001223,6668.00,85301.52
和泰机电,226657.13,2103.88,001225,6466.68,73740.90
拓山重工,201600.09,1866.67,001226,7466.67,50400.09
兰州银行,1332793.14,421276.54,001227,569569.72,985787.11
永泰运,234734.02,10386.46,001228,10386.46,234734.02
魅视科技,321300.00,2940.59,001229,10000.00,94481.19
劲旅环境,249504.21,5407.77,001230,13349.61,101071.25
农心科技,188700.00,3564.15,001231,10000.00,67255.51
泰慕士,220508.91,10666.67,001234,10943.37,214933.40
弘业期货,899945.56,32643.57,001236,100777.78,291507.04
浙江正特,357940.00,3197.71,001238,11000.00,104053.56
永达股份,362880.00,9240.00,001239,24000.00,139708.80
博菲电气,224720.00,2000.00,001255,8000.00,56180.00
炜冈科技,333570.77,3847.43,001256,14261.26,89991.34
立新能源,660800.00,46870.94,001258,93333.33,331846.26
利仁科技,172933.89,2192.89,001259,7358.89,51532.89
坤泰股份,208495.00,3175.00,001260,11500.00,57562.75
宏英智能,256067.34,3527.16,001266,10316.98,87544.11
汇绿生态,652501.29,57604.13,001267,77957.14,482146.59
联合精密,244684.87,4167.26,001268,10793.33,94471.80
欧晶科技,423873.19,8390.07,001269,19240.73,184833.28
*ST铖昌,768507.33,10139.20,001270,20725.66,375961.40
速达股份,282644.00,1900.00,001277,7600.00,70661.00
一彬科技,206882.24,5053.45,001278,12373.34,84493.69
强邦新材,647360.00,3762.40,001279,16000.00,152226.57
三联锻造,444847.31,5583.20,001282,15870.40,156497.10
豪鹏科技,460654.30,5785.57,001283,8199.61,325033.44
陕西能源,3427500.00,105000.00,001286,375000.00,959700.00
中电港,1463567.59,43739.45,001287,75990.01,842421.80
运机集团,510203.01,10744.03,001288,16782.99,326618.55
龙源电力,14320365.09,504193.42,001289,835981.62,8636833.22
